feature_name,agop_mean_importance,agop_std_importance,agop_max_importance,num_leaves_detected,pca_importance,mi_importance,permutation_importance,rank_agop,rank_pca,rank_mi,rank_permutation,mean_rank,rank_spread
housestyle_1.5Unf,1.3786486348082828e-10,,1.3786486348082828e-10,1,0.0010521922856615228,0.01132693024252851,0.0,157.0,200.0,141.0,157.5,163.875,59.0
landslope_Gtl,1.2350221805542217e-10,,1.2350221805542217e-10,1,0.003636964198079885,0.0,6.651903750025668e-05,158.0,127.0,252.0,89.0,156.5,163.0
garagequal_Gd,1.1641611709774907e-10,,1.1641611709774907e-10,1,0.000736532085356056,0.00038162029321653357,0.0,159.0,216.0,217.0,157.5,187.375,59.5
miscval,9.410956065184892e-11,,9.410956065184892e-11,1,0.012591303343426483,0.0,-0.0024047293423791415,160.0,59.0,252.0,241.0,178.0,193.0
garagetype_BuiltIn,8.767241904543083e-11,,8.767241904543083e-11,1,0.008678867354854155,0.02199688537850686,0.0,161.0,87.0,97.0,157.5,125.625,74.0
lotshape_IR1,6.365052182115094e-11,,6.365052182115094e-11,1,0.01149008725438792,0.05851935655177365,0.0,162.0,65.0,50.0,157.5,108.625,112.0
neighborhood_IDOTRR,3.868990784031405e-11,,3.868990784031405e-11,1,0.002424885619341999,0.014290160133360041,0.0,163.0,152.0,124.0,157.5,149.125,39.0
condition2_PosN,3.6402775905949976e-11,,3.6402775905949976e-11,1,0.0006648854396801541,0.00997859212548935,0.0,164.0,218.0,151.0,157.5,172.625,67.0
neighborhood_Veenker,2.8840979250461485e-11,,2.8840979250461485e-11,1,0.0009158687650720584,0.0010060297749493463,0.0,165.0,208.0,212.0,157.5,185.625,54.5
lotconfig_FR3,2.6982163935189797e-11,,2.6982163935189797e-11,1,0.00014225579678665788,0.0020143572254605058,0.0,166.0,276.0,202.0,157.5,200.375,118.5
neighborhood_Gilbert,2.2557833765845245e-11,,2.2557833765845245e-11,1,0.005225493267412718,0.030502673231266098,0.0,167.0,109.0,78.0,157.5,127.875,89.0
housestyle_SLvl,2.0104811162693875e-11,,2.0104811162693875e-11,1,0.001925103386333178,0.025382925820448987,0.0,168.0,172.0,89.0,157.5,146.625,83.0
paveddrive_P,1.9036327201654777e-11,,1.9036327201654777e-11,1,0.0021128829734343426,0.015880942275088294,0.0,169.0,164.0,117.0,157.5,151.875,52.0
exterior1st_Stucco,1.6671487694061785e-11,,1.6671487694061785e-11,1,0.0018396394927749156,0.0,0.0,170.0,175.0,252.0,157.5,188.625,94.5
neighborhood_Blmngtn,1.6339892092698714e-11,,1.6339892092698714e-11,1,0.0023508536063302334,0.0,0.0,171.0,154.0,252.0,157.5,183.625,98.0
neighborhood_ClearCr,1.5717781282290668e-11,,1.5717781282290668e-11,1,0.0021569247732233536,0.014480568788543868,0.0,172.0,161.0,123.0,157.5,153.375,49.0
functional_Maj1,1.0009270946529475e-11,,1.0009270946529475e-11,1,0.0006619264918937877,0.0033103385388764117,0.0,173.0,219.0,190.0,157.5,184.875,61.5
bsmtfintype1_Rec,9.87487222387702e-12,,9.87487222387702e-12,1,0.0059372957017862805,0.00031684565683209875,0.0,174.0,103.0,218.0,157.5,163.125,115.0
fireplacequ_Gd,6.69355193230463e-12,,6.69355193230463e-12,1,0.01438266866813133,0.0572015160345265,0.0,175.0,56.0,51.0,157.5,109.875,124.0
condition1_RRAn,6.6729381846058184e-12,,6.6729381846058184e-12,1,0.0009556198385498486,0.005217792410697308,0.0,176.0,204.0,179.0,157.5,179.125,46.5
functional_Sev,6.5711161075634505e-12,,6.5711161075634505e-12,1,0.00017135031349880525,0.006675474586182006,0.0,177.0,268.0,162.0,157.5,191.125,110.5
neighborhood_Sawyer,5.917531553169296e-12,,5.917531553169296e-12,1,0.0029040960112711274,0.02779756825617996,0.0,178.0,143.0,85.0,157.5,140.875,93.0
lotconfig_Corner,4.858170954839826e-12,,4.858170954839826e-12,1,0.004352669695009593,0.0,0.0,179.0,117.0,252.0,157.5,176.375,135.0
exterior2nd_HdBoard,4.6403670149340115e-12,,4.6403670149340115e-12,1,0.004386636989101855,0.019417297714866333,0.0,180.0,116.0,107.0,157.5,140.125,73.0
exterior2nd_ImStucc,4.284388335195635e-12,,4.284388335195635e-12,1,0.0003958730806634189,0.006759204290598175,0.0,181.0,241.0,161.0,157.5,185.125,83.5
garagetype_2Types,3.159836926931263e-12,,3.159836926931263e-12,1,0.0007921762550548858,0.0,0.0,182.0,211.0,252.0,157.5,200.625,94.5
bsmtqual_Fa,2.9129195788152743e-12,,2.9129195788152743e-12,1,0.003000644764623782,0.010365656146712032,0.0,183.0,139.0,150.0,157.5,157.375,44.0
fence_MnWw,2.3354931861735755e-12,,2.3354931861735755e-12,1,0.0009236424104607845,0.004444276478789089,0.0,184.0,206.0,187.0,157.5,183.625,48.5
heating_GasA,1.8412797738063177e-12,,1.8412797738063177e-12,1,0.0032804488127158964,0.014118083653669622,0.0,185.0,135.0,125.0,157.5,150.625,60.0
housestyle_1Story,1.7946560842555409e-12,,1.7946560842555409e-12,1,0.02592913011292595,0.016415427471823785,0.0,186.0,34.0,114.0,157.5,122.875,152.0
condition1_Feedr,1.6093128905638281e-12,,1.6093128905638281e-12,1,0.003454591480350782,0.010911983585139229,0.0,187.0,130.0,145.0,157.5,154.875,57.0
fence_GdPrv,1.0598048793474143e-12,,1.0598048793474143e-12,1,0.0020140167565258302,0.0032022177488726378,0.0,188.0,167.0,192.0,157.5,176.125,34.5
exterior2nd_BrkFace,7.972491922985789e-13,,7.972491922985789e-13,1,0.0011762388535474615,0.005131132096668711,0.0,189.0,195.0,181.0,157.5,180.625,37.5
condition1_PosA,5.116439664390677e-13,,5.116439664390677e-13,1,0.0006522686292876799,0.0,0.0,190.0,220.0,252.0,157.5,204.875,94.5
condition1_RRAe,4.080191337277323e-13,,4.080191337277323e-13,1,0.000317450928401061,0.004125043303269793,0.0,191.0,248.0,188.0,157.5,196.125,90.5
heating_Grav,3.1561896713797906e-13,,3.1561896713797906e-13,1,0.00055814794643912,0.004683116213036409,0.0,192.0,226.0,183.0,157.5,189.625,68.5
foundation_Wood,2.0469574608028291e-13,,2.0469574608028291e-13,1,0.00020092656842748532,0.0,0.0,193.0,266.0,252.0,157.5,217.125,108.5
housestyle_SFoyer,1.9565231959268329e-13,,1.9565231959268329e-13,1,0.0025623282616418124,0.014522597547202754,0.0,194.0,148.0,122.0,157.5,155.375,72.0
condition1_PosN,1.4790660919665583e-13,,1.4790660919665583e-13,1,0.0012950558321464815,0.0,0.0,195.0,191.0,252.0,157.5,198.875,94.5
garagequal_Ex,1.4783369612512286e-13,,1.4783369612512286e-13,1,0.0003617679606992619,0.012326078094970216,0.0,196.0,244.0,135.0,157.5,183.125,109.0
electrical_SBrkr,1.3694421421424645e-13,,1.3694421421424645e-13,1,0.009532459706709753,0.06405751784066438,0.0,197.0,77.0,47.0,157.5,119.625,150.0
functional_Min2,9.176976627935718e-14,,9.176976627935718e-14,1,0.0015726121412671325,0.010567494704423419,0.0,198.0,183.0,147.0,157.5,171.375,51.0
condition1_RRNn,8.14849776263518e-14,,8.14849776263518e-14,1,0.00016368638041754964,0.0,0.0,199.0,271.0,252.0,157.5,219.875,113.5
fence_GdWo,8.032946041620576e-14,,8.032946041620576e-14,1,0.0029213788980735193,0.012436379932946107,0.0,200.0,142.0,134.0,157.5,158.375,66.0
garagequal_TA,7.852642033866458e-14,,7.852642033866458e-14,1,0.004422630893557553,0.0,0.0,201.0,114.0,252.0,157.5,181.125,138.0
functional_Maj2,6.409205835440008e-14,,6.409205835440008e-14,1,0.0003031401992872258,0.0,0.0,202.0,251.0,252.0,157.5,215.625,94.5
bldgtype_2fmCon,4.421889026708094e-14,,4.421889026708094e-14,1,0.004431582196719217,0.013339909562771535,0.0,203.0,113.0,130.0,157.5,150.875,90.0
street_Pave,3.602076378872888e-14,,3.602076378872888e-14,1,0.0004996663264683762,0.0,0.0,204.0,230.0,252.0,157.5,210.875,94.5
street_Grvl,3.602024140563399e-14,,3.602024140563399e-14,1,0.0004996663264683763,0.0,0.0,205.0,229.0,252.0,157.5,210.875,94.5
heating_OthW,3.1468938061637154e-14,,3.1468938061637154e-14,1,0.0003168060416327418,0.004602901550005645,0.0,206.0,249.0,184.0,157.5,199.125,91.5
exterior2nd_Other,2.7675174366946904e-14,,2.7675174366946904e-14,1,0.000203022399630439,0.0028365099297573693,0.0,207.0,265.0,195.0,157.5,206.125,107.5
bsmtcond_Gd,2.620714147028488e-14,,2.620714147028488e-14,1,0.001811384753152056,0.011942457248892424,0.0,208.0,176.0,137.0,157.5,169.625,71.0
foundation_Slab,1.688679535089335e-14,,1.688679535089335e-14,1,0.002197657635793211,0.017499719614424425,0.0,209.0,158.0,109.0,157.5,158.375,100.0
roofstyle_Mansard,4.8956383280140706e-15,,4.8956383280140706e-15,1,0.0004229069974006091,0.0,0.0,210.0,239.0,252.0,157.5,214.625,94.5
electrical_FuseA,2.9976023405186808e-15,,2.9976023405186808e-15,1,0.006206185430393959,0.033783917417233855,0.0,211.0,100.0,73.0,157.5,135.375,138.0
garagetype_Basment,2.1629112426727977e-15,,2.1629112426727977e-15,1,0.0005591962658888053,0.0,0.0,212.0,225.0,252.0,157.5,211.625,94.5
mszoning_RH,1.2787763128213578e-15,,1.2787763128213578e-15,1,0.0015241632679272737,0.007313189681559917,0.0,213.0,184.0,160.0,157.5,178.625,55.5
roofmatl_Tar&Grv,8.490007669853981e-16,,8.490007669853981e-16,1,0.0009200092294121651,0.005806719715048647,0.0,214.0,207.0,170.0,157.5,187.125,56.5
kitchenqual_Fa,7.856537451860349e-16,,7.856537451860349e-16,1,0.00329443848111347,0.029007582934358123,0.0,215.0,134.0,80.0,157.5,146.625,135.0
exterior2nd_AsbShng,5.102434014957066e-16,,5.102434014957066e-16,1,0.002240921788382074,0.009559337373193477,0.0,216.0,156.0,155.0,157.5,171.125,61.0
heating_GasW,2.977394095599403e-16,,2.977394095599403e-16,1,0.0018726228012995367,0.0029129602231900975,0.0,217.0,174.0,194.0,157.5,185.625,59.5
foundation_Stone,2.521885332737908e-16,,2.521885332737908e-16,1,0.0007629794408515519,0.005908257087948288,0.0,218.0,215.0,169.0,157.5,189.875,60.5
roofmatl_CompShg,1.5685688335130696e-16,,1.5685688335130696e-16,1,0.0023644082597900577,0.0,0.0,219.0,153.0,252.0,157.5,195.375,99.0
utilities_AllPub,1.5112376289424124e-16,,1.5112376289424124e-16,1,0.0001429423001196429,0.011811414896967465,0.0,220.0,274.0,138.0,157.5,197.375,136.0
utilities_NoSeWa,1.5112326409093884e-16,,1.5112326409093884e-16,1,0.000142942300119643,0.0,0.0,221.0,273.0,252.0,157.5,225.875,115.5
electrical_FuseF,1.307126070588313e-16,,1.307126070588313e-16,1,0.00297319074324037,0.02409903346932918,0.0,222.0,140.0,92.0,157.5,152.875,130.0
saletype_CWD,1.2112745542603318e-16,,1.2112745542603318e-16,1,0.0004263449666931668,0.0,0.0,223.0,238.0,252.0,157.5,217.625,94.5
saletype_ConLD,5.632149064931656e-17,,5.632149064931656e-17,1,0.0005195294690102099,0.0,0.0,224.0,227.0,252.0,157.5,215.125,94.5
saletype_Con,4.351782204416179e-17,,4.351782204416179e-17,1,0.00026419190892296835,0.005503167488400407,0.0,225.0,255.0,173.0,157.5,202.625,97.5
bsmtfintype2_LwQ,4.19251771088853e-17,,4.19251771088853e-17,1,0.0026219147014823465,0.002015996090994232,0.0,226.0,147.0,201.0,157.5,182.875,79.0
functional_Mod,2.806841853384814e-17,,2.806841853384814e-17,1,0.0011462807942608372,0.0,0.0,227.0,197.0,252.0,157.5,208.375,94.5
exterior1st_Stone,2.6379606589154892e-17,,2.6379606589154892e-17,1,0.00013955523039582089,0.0,0.0,228.0,277.0,252.0,157.5,228.625,119.5
heatingqc_Fa,2.5186389734721256e-17,,2.5186389734721256e-17,1,0.0033181400546962495,0.013082686313678371,0.0,229.0,132.0,133.0,157.5,162.875,97.0
neighborhood_NPkVill,1.7338713126752854e-17,,1.7338713126752854e-17,1,0.0006501747655307511,0.01506467298011871,0.0,230.0,221.0,120.0,157.5,182.125,110.0
lotshape_IR3,1.5688384140251444e-17,,1.5688384140251444e-17,1,0.0013492275532087288,0.0,0.0,231.0,190.0,252.0,157.5,207.625,94.5
bsmtfintype2_GLQ,1.2617099165395688e-17,,1.2617099165395688e-17,1,0.0004427334233616592,0.0,0.0,232.0,235.0,252.0,157.5,219.125,94.5
garagecond_Gd,1.123552809063654e-17,,1.123552809063654e-17,1,0.000502362718208976,0.0,0.0,233.0,228.0,252.0,157.5,217.625,94.5
exterqual_Fa,8.047353096436667e-18,,8.047353096436667e-18,1,0.0011477992454825673,0.00014154108599284676,0.0,234.0,196.0,220.0,157.5,201.875,76.5
exterior1st_AsbShng,3.442446354349726e-18,,3.442446354349726e-18,1,0.0020672408011031492,0.005174146482561426,0.0,235.0,165.0,180.0,157.5,184.375,77.5
roofmatl_WdShngl,2.45910648049225e-18,,2.45910648049225e-18,1,0.0006465997894438551,0.0,0.0,236.0,223.0,252.0,157.5,217.125,94.5
neighborhood_SWISU,2.3873655995540544e-18,,2.3873655995540544e-18,1,0.0017093177975037782,0.0015098499973953405,0.0,237.0,177.0,206.0,157.5,194.375,79.5
fireplacequ_Po,1.719508717954686e-18,,1.719508717954686e-18,1,0.0009421402630265152,0.00608841976938268,0.0,238.0,205.0,166.0,157.5,191.625,80.5
roofstyle_Flat,9.093867046218945e-19,,9.093867046218945e-19,1,0.0011169995619745641,0.0,0.0,239.0,198.0,252.0,157.5,211.625,94.5
electrical_FuseP,8.188136077377153e-19,,8.188136077377153e-19,1,0.00043103503668619073,0.001239799249726059,0.0,240.0,237.0,209.0,157.5,210.875,82.5
neighborhood_BrDale,6.117603746208432e-19,,6.117603746208432e-19,1,0.002486055191300687,0.021275968899951758,0.0,241.0,150.0,99.0,157.5,161.875,142.0
garagecond_Ex,6.078473991049711e-19,,6.078473991049711e-19,1,0.0002617090290144389,0.003771483522097774,0.0,242.0,257.0,189.0,157.5,211.375,99.5
landslope_Sev,3.7239257873197524e-19,,3.7239257873197524e-19,1,0.0015187997588760006,0.002481380071432948,0.0,243.0,185.0,198.0,157.5,195.875,85.5
exterior2nd_Stone,2.412345442209933e-19,,2.412345442209933e-19,1,0.000366464867149268,0.0,0.0,244.0,243.0,252.0,157.5,224.125,94.5
roofstyle_Gambrel,8.678540340780696e-20,,8.678540340780696e-20,1,0.0008923598089919644,0.004582598241983371,0.0,245.0,210.0,186.0,157.5,199.625,87.5
saletype_ConLI,6.113162386370441e-20,,6.113162386370441e-20,1,0.0002682010662516485,0.0,0.0,246.0,254.0,252.0,157.5,227.375,96.5
garagecond_Po,1.0121334926553093e-20,,1.0121334926553093e-20,1,0.00043353013574406546,0.0010515371304230525,0.0,247.0,236.0,210.0,157.5,212.625,89.5
exterior2nd_AsphShn,6.5189033800849675e-21,,6.5189033800849675e-21,1,0.0002639210825706146,0.0009513291307444716,0.0,248.0,256.0,213.0,157.5,218.625,98.5
exterior1st_CBlock,1.880165897127067e-21,,1.880165897127067e-21,1,0.0001242310912323913,0.002492672012095132,0.0,249.5,279.5,197.0,157.5,220.875,122.0
exterior2nd_CBlock,1.880165897127067e-21,,1.880165897127067e-21,1,0.0001242310912323913,0.0,0.0,249.5,279.5,252.0,157.5,234.625,122.0
roofmatl_WdShake,3.6769623689744005e-22,,3.6769623689744005e-22,1,0.00029721565653355775,0.0030189578553329044,0.0,251.0,252.0,193.0,157.5,213.375,94.5
salecondition_AdjLand,2.489061274362033e-22,,2.489061274362033e-22,1,0.0003309464463124027,0.002569688083145616,0.0,252.0,247.0,196.0,157.5,213.125,94.5
roofmatl_Metal,1.4322011559653493e-23,,1.4322011559653493e-23,1,0.00016590499606600062,0.00501380606751789,0.0,253.0,270.0,182.0,157.5,215.625,112.5
condition2_Feedr,1.1189431765888183e-23,,1.1189431765888183e-23,1,0.00024173806015874647,0.0,0.0,254.0,260.0,252.0,157.5,230.875,102.5
poolqc_Gd,3.0267077253673628e-24,,3.0267077253673628e-24,1,0.0007800247923052708,0.003269072602593237,0.0,255.0,212.0,191.0,157.5,203.875,97.5
roofstyle_Shed,1.0409637635572416e-24,,1.0409637635572416e-24,1,0.0004001136646432269,0.00010889376278777618,0.0,256.0,240.0,222.0,157.5,218.875,98.5
miscfeature_Shed,4.0050486408930475e-25,,4.0050486408930475e-25,1,0.0007645251593406413,0.0,0.0,257.0,214.0,252.0,157.5,220.125,99.5
condition2_Artery,3.4923167507440137e-25,,3.4923167507440137e-25,1,0.000494204438786213,0.0017044655234963457,0.0,258.0,231.0,203.0,157.5,212.375,100.5
exterior2nd_Brk Cmn,3.383194290787133e-25,,3.383194290787133e-25,1,0.0006443274827808807,0.009685515692944291,0.0,259.0,224.0,154.0,157.5,198.625,105.0
condition1_RRNe,3.069003146739932e-25,,3.069003146739932e-25,1,0.00013159902408340854,0.00011437719551310455,0.0,260.0,278.0,221.0,157.5,229.125,120.5
housestyle_2.5Fin,1.5143271515263254e-25,,1.5143271515263254e-25,1,0.0012131240393286888,0.0,0.0,261.0,194.0,252.0,157.5,216.125,103.5
miscfeature_TenC,1.066178982465375e-25,,1.066178982465375e-25,1,0.00046706428694172895,0.0,0.0,262.5,233.5,252.0,157.5,226.375,105.0
poolqc_Fa,1.066178982465375e-25,,1.066178982465375e-25,1,0.00046706428694172895,0.011700886942434874,0.0,262.5,233.5,139.0,157.5,198.125,123.5
neighborhood_Blueste,9.172685134742107e-26,,9.172685134742107e-26,1,0.00016830707695710185,0.0,0.0,264.0,269.0,252.0,157.5,235.625,111.5
heating_Wall,7.154546658108368e-26,,7.154546658108368e-26,1,0.0006481895660034075,0.0,0.0,265.0,222.0,252.0,157.5,224.125,107.5
condition2_RRAn,6.697598917325138e-26,,6.697598917325138e-26,1,0.00020835391598541563,0.0023212679738553454,0.0,266.0,263.0,200.0,157.5,221.625,108.5
poolqc_Ex,3.160316466993817e-26,,3.160316466993817e-26,1,0.00038074951889359844,0.012060625813512527,0.0,267.0,242.0,136.0,157.5,200.625,131.0
heating_Floor,9.36664410350443e-27,,9.36664410350443e-27,1,0.0001738811046442528,0.0,0.0,268.0,267.0,252.0,157.5,236.125,110.5
exterior1st_AsphShn,4.505058165337033e-27,,4.505058165337033e-27,1,0.00022126160966432775,0.0,0.0,269.0,262.0,252.0,157.5,235.125,111.5
saletype_Oth,3.960915852559034e-27,,3.960915852559034e-27,1,0.00024631104823591985,0.00537129746824383,0.0,270.0,258.0,176.0,157.5,215.375,112.5
roofmatl_Roll,1.4782914398896704e-27,,1.4782914398896704e-27,1,0.00024321867314176608,0.0,0.0,271.0,259.0,252.0,157.5,234.875,113.5
condition2_RRAe,3.5395515534729456e-28,,3.5395515534729456e-28,1,0.0003606952166995795,0.0003907914857126382,0.0,272.5,245.5,216.0,157.5,222.875,115.0
miscfeature_Gar2,3.5395515534729456e-28,,3.5395515534729456e-28,1,0.0003606952166995795,0.005963092967609662,0.0,272.5,245.5,167.0,157.5,210.625,115.0
extercond_Ex,3.2436129042572573e-28,,3.2436129042572573e-28,1,0.0002967438468773194,0.0,0.0,274.0,253.0,252.0,157.5,234.125,116.5
extercond_Po,5.418270642717195e-29,,5.418270642717195e-29,1,0.00014290594460293325,0.0024157531307111846,0.0,275.0,275.0,199.0,157.5,226.625,117.5
saletype_ConLw,8.617104391745605e-30,,8.617104391745605e-30,1,0.0002081228637178266,0.0,0.0,276.0,264.0,252.0,157.5,237.375,118.5
bsmtcond_Po,6.350448946422904e-30,,6.350448946422904e-30,1,0.0002228447453537383,0.0,0.0,277.0,261.0,252.0,157.5,236.875,119.5
exterior1st_BrkComm,4.2352302107406066e-30,,4.2352302107406066e-30,1,0.00015690496453250224,0.0210281404534175,0.0,278.0,272.0,100.0,157.5,201.875,178.0
roofmatl_ClyTile,3.234010643667896e-32,,3.234010643667896e-32,1,0.0009043729150724082,0.0,0.0,279.0,209.0,252.0,157.5,224.375,121.5
garagequal_Po,8.175747262735244e-34,,8.175747262735244e-34,1,0.00031520748237059715,0.0016841463426016112,0.0,280.0,250.0,205.0,157.5,223.125,122.5
